occurrence_no	record_type	reid_no	flags	collection_no	identified_name	identified_rank	identified_no	difference	accepted_name	accepted_rank	accepted_no	early_interval	late_interval	max_ma	min_ma	reference_no
297580	occ			12972	n. gen. Neoglyptatelus n. sp. originalis	species	279974		Neoglyptatelus originalis	species	279974	Laventan		13.8	11.8	6139
297581	occ			12972	Nanoastegotherium prostatum	species	279973		Nanoastegotherium prostatum	species	279973	Laventan		13.8	11.8	6139
297582	occ			12975	Anadasypus hondanus	species	279971		Anadasypus hondanus	species	279971	Laventan		13.8	11.8	6139
297605	occ			23371	Eohyrax sp.	genus	43437		Eohyrax	genus	43437	Mustersan		48	42	6702
297606	occ			23371	Archaeohyrax ? sp.	genus	43434		Archaeohyrax	genus	43434	Mustersan		48	42	6702
297607	occ			23371	Periphragnis ? sp.	genus	43363		Periphragnis	genus	43363	Mustersan		48	42	6702
297608	occ			23371	Propyrotherium cf. saxeum	species	314667		Propyrotherium saxeum	species	314667	Mustersan		48	42	6702
297818	occ			28611	cf. Arctodictis sp.	genus	40014		Arctodictis	genus	53763	Colloncuran		15.5	13.8	7892
382966	occ			36447	Reigitherium bunodontum	species	207631		Reigitherium bunodontum	species	206772	Maastrichtian		72.1	66	9763
389085	occ			37210	n. gen. Vincelestes n. sp. neuquenianus	species	141361		Vincelestes neuquenianus	species	141361	Barremian	Early Aptian	129.4	122.46	9952
394950	occ			36611	Mesotherium sp.	genus	43426		Mesotherium	genus	43426	Ensenadan		1.2	0.781	9817
394951	occ			36611	Palaeolama sp.	genus	42539		Palaeolama	genus	42539	Ensenadan		1.2	0.781	9817
394952	occ			36611	Eutatus sp.	genus	43539		Eutatus	genus	43539	Ensenadan		1.2	0.781	9817
394953	occ			36611	Sclerocalyptus sp.	genus	43591	subjective synonym of	Neosclerocalyptus	genus	117307	Ensenadan		1.2	0.781	9817
394955	occ			37999	Ctenomys sp.	genus	81628		Ctenomys	genus	81628	Lujanian		0.781	0.012	9817
394956	occ			37999	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Lujanian		0.781	0.012	9817
394957	occ			37999	Macrauchenia sp.	genus	43497		Macrauchenia	genus	43497	Lujanian		0.781	0.012	9817
394958	occ			37999	Equus sp.	genus	42996		Equus	genus	42996	Lujanian		0.781	0.012	9817
394959	occ			37999	Megatherium sp.	genus	43616		Megatherium	genus	43616	Lujanian		0.781	0.012	9817
396043	occ			38071	cf. Prozaedyus sp.	genus	146408		Prozaedyus	genus	146408	Laventan		13.8	11.8	10202
396045	occ	10570		38071	Propalaehoplophorus andinus	species	93651	species not entered	Propalaehoplophorus	genus	93651	Laventan		13.8	11.8	10290
396046	occ	10571		38071	Hapalops angustipalatus	species	244625		Hapalops angustipalatus	species	244625	Laventan		13.8	11.8	10290
396052	occ	10567		38071	Xenastrapotherium ? indet.	genus	43466		Xenastrapotherium	genus	43466	Laventan		13.8	11.8	10234
399906	occ			38072	Periphragnis sp.	genus	43363		Periphragnis	genus	43363	Early Oligocene		33.9	28.4	10288
399907	occ	33531		38072	n. gen. Chilestylops n. sp. davidsoni	species	356402		Chilestylops davidsoni	species	356402	Early Oligocene		33.9	28.4	62630
399908	occ	32150		38072	n. gen. Klohnia n. sp. charrieri	species	337116		Klohnia charrieri	species	337116	Early Oligocene		33.9	28.4	44861
399910	occ	33534		38072	Parutaetus n. sp. chilensis	species	335590		Parutaetus chilensis	species	335590	Early Oligocene		33.9	28.4	62632
399911	occ	10580		38072	n. gen. Protarchaeohyrax gracilis	species	57242	subjective synonym of	Bryanpattersonia sulcidens	species	57059	Early Oligocene		33.9	28.4	10308
399912	occ	10630		38072	Pseudhyrax eutrachytheroides	species	57061		Pseudhyrax eutrachytheroides	species	57061	Early Oligocene		33.9	28.4	10497
399913	occ	34916		38072	Eomorphippus n. sp. neilopdykei	species	373259		Eomorphippus neilopdykei	species	373259	Early Oligocene		33.9	28.4	66246
399916	occ	32152		38072	Klohnia charrieri	species	337116		Klohnia charrieri	species	337116	Early Oligocene		33.9	28.4	44861
399918	occ	33533		38072	Pseudoglyptodon n. sp. chilensis	species	356405		Pseudoglyptodon chilensis	species	356405	Early Oligocene		33.9	28.4	62631
399920	occ	10579		38072	n. gen. Santiagorothia n. sp. chiliensis	species	57071		Santiagorothia chiliensis	species	57071	Early Oligocene		33.9	28.4	10307
399921	occ	10593		38072	Protarchaeohyrax n. sp. intermedium	species	57245		Protarchaeohyrax intermedium	species	57245	Early Oligocene		33.9	28.4	10308
399922	occ			38072	Rhyphodon sp.	genus	43366		Rhyphodon	genus	43366	Early Oligocene		33.9	28.4	10299
399994	occ	32153		38072	n. gen. Pascualdelphys n. sp. fierroensis	species	337117		Pascualdelphys fierroensis	species	337117	Early Oligocene		33.9	28.4	44861
400008	occ			38072	Trigonolophodon cf. elegans	species	57079		Trigonolophodon elegans	species	57079	Early Oligocene		33.9	28.4	10302
400009	occ	34915		38072	Eomorphippus n. sp. bondi	species	373258		Eomorphippus bondi	species	373258	Early Oligocene		33.9	28.4	66246
400010	occ			38072	Eomorphippus cf. pascuali	species	58197	recombined as	Rosendo pascuali	species	58197	Early Oligocene		33.9	28.4	10302
400012	occ	32114		38072	n. gen. Andemys n. sp. termasi	species	336970		Andemys termasi	species	336970	Early Oligocene		33.9	28.4	58219
400014	occ	10631		38072	Archaeotypotherium n. sp. tinguiriricaense	species	57375		Archaeotypotherium tinguiriricaense	species	57375	Early Oligocene		33.9	28.4	10497
400015	occ	10632		38072	Pseudhyrax cf. eutrachytheroides	species	57061		Pseudhyrax eutrachytheroides	species	57061	Early Oligocene		33.9	28.4	10497
400016	occ	10633		38072	Pseudhyrax sp. informal	genus	43438		Pseudhyrax	genus	43438	Early Oligocene		33.9	28.4	10497
400017	occ	10634		38072	Archaeotypotherium n. sp. pattersoni	species	57374		Archaeotypotherium pattersoni	species	57374	Early Oligocene		33.9	28.4	10497
400610	occ	10629		38072	Pseudhyrax strangulatus	species	57063		Pseudhyrax strangulatus	species	57062	Early Oligocene		33.9	28.4	10497
402449	occ			38611	Santiagorothia chiliensis	species	57071		Santiagorothia chiliensis	species	57071	Early Oligocene		33.9	28.4	10307
402840	occ			38650	Santiagorothia chiliensis	species	57071		Santiagorothia chiliensis	species	57071	Early Oligocene		33.9	28.4	10307
402843	occ			38651	Santiagorothia chiliensis	species	57071		Santiagorothia chiliensis	species	57071	Early Oligocene		33.9	28.4	10307
402846	occ			38652	Santiagorothia chiliensis	species	57071		Santiagorothia chiliensis	species	57071	Early Oligocene		33.9	28.4	10307
402851	occ			38650	Proargyrohyrax curanderensis	species	57216		Proargyrohyrax curanderensis	species	57216	Early Oligocene		33.9	28.4	10307
402852	occ			38651	Eopachyrucos pliciferus	species	57218		Eopachyrucos pliciferus	species	57218	Early Oligocene		33.9	28.4	10307
402853	occ			38611	Eopachyrucos pliciferus	species	57218		Eopachyrucos pliciferus	species	57218	Early Oligocene		33.9	28.4	10307
402854	occ			38653	Eopachyrucos n. sp. pliciferus	species	57218		Eopachyrucos pliciferus	species	57218	Early Oligocene		33.9	28.4	10307
403337	occ	10600		38653	n. gen. Protarchaeohyrax gracilis	species	57242	subjective synonym of	Bryanpattersonia sulcidens	species	57059	Early Oligocene		33.9	28.4	10308
403338	occ			38653	Protarchaeohyrax n. sp. minor	species	57244		Protarchaeohyrax minor	species	57244	Early Oligocene		33.9	28.4	10308
405150	occ			38611	Eomorphippus obscurus	species	58196		Eomorphippus obscurus	species	58196	Early Oligocene		33.9	28.4	10308
405151	occ			38611	Eomorphippus ? pascuali	species	58197	recombined as	Rosendo pascuali	species	58197	Early Oligocene		33.9	28.4	10308
405152	occ	10635		38611	Archaeotypotherium propheticus	species	57236		Archaeotypotherium propheticus	species	57235	Early Oligocene		33.9	28.4	10497
405153	occ	10636		38653	Archaeotypotherium propheticus	species	57236		Archaeotypotherium propheticus	species	57235	Early Oligocene		33.9	28.4	10497
405154	occ			38875	Archaeotypotherium propheticus	species	57236		Archaeotypotherium propheticus	species	57235	Early Oligocene		33.9	28.4	10497
405155	occ			38876	Archaeotypotherium propheticus	species	57236		Archaeotypotherium propheticus	species	57235	Oligocene		33.9	23.03	10497
405156	occ			38877	Archaeotypotherium propheticus	species	57236		Archaeotypotherium propheticus	species	57235	Eocene	Oligocene	56	23.03	10497
405157	occ			38878	Pseudhyrax eutrachytheroides	species	57061		Pseudhyrax eutrachytheroides	species	57061	Mustersan		48	42	10497
405158	occ			38879	Pseudhyrax eutrachytheroides	species	57061		Pseudhyrax eutrachytheroides	species	57061	Mustersan		48	42	10497
405159	occ			38880	aff. Ernestokokenia sp.	genus	42295		Ernestokokenia	genus	42295	Casamayoran		55.8	48	10499
408248	occ			39295	Microbiotherium n. sp. gutierrezi	species	337157	recombined as	Coona gutierrezi	species	337157	Casamayoran		55.8	48	10615
419417	occ			39295	n. gen. Coona n. sp. pattersoni	species	334307		Coona pattersoni	species	334307	Casamayoran		55.8	48	10970
426834	occ			41607	n. gen. Satshatemnus n. sp. bonapartei	species	58178		Satshatemnus bonapartei	species	58178	Late Paleocene		58.7	55.8	11146
426838	occ	32000		41608	Punadolops alonsoi	species	334426		Punadolops alonsoi	species	334425	Priabonian		38	33.9	57609
426839	occ	32001		41608	Bonapartherium n. sp. serrensis	species	334427		Bonapartherium serrensis	species	334427	Priabonian		38	33.9	57609
426840	occ	32149		41608	Callistoe sp.	genus	334455		Callistoe	genus	334455	Priabonian		38	33.9	58261
426842	occ			41608	cf. Ernestokokenia sp.	genus	42295		Ernestokokenia	genus	42295	Priabonian		38	33.9	11148
426843	occ			41608	Propyrotherium sp.	genus	43519		Propyrotherium	genus	43519	Priabonian		38	33.9	11148
426909	occ			41608	cf. Pampahippus sp.	genus	58183		Pampahippus	genus	58183	Priabonian		38	33.9	11148
426910	occ			41608	n. gen. Suniodon n. sp. catamarcensis	species	58180		Suniodon catamarcensis	species	58180	Priabonian		38	33.9	11158
426911	occ			41608	Colbertia sp.	genus	43346		Colbertia	genus	43346	Priabonian		38	33.9	11148
426913	occ			41608	n. gen. Punapithecus n. sp. minor	species	58182		Punapithecus minor	species	58182	Priabonian		38	33.9	11159
426914	occ	32003		41608	n. gen. Punahyrax n. sp. bondesioi	species	438318		Punahyrax bondesioi	species	438318	Priabonian		38	33.9	57611
427184	occ			13775	n. gen. Colbertia n. sp. lumbrerense	species	356214		Colbertia lumbrerense	species	356214	Lutetian		47.8	41.3	11160
427391	occ			41706	Pampahippus arenalesi	species	58184		Pampahippus arenalesi	species	58184	Lutetian		47.8	41.3	11161
427519	occ			41712	Pampahippus sp.	genus	58183		Pampahippus	genus	58183	Ypresian	Lutetian	56	41.3	11161
440643	occ			43063	aff. Prosqualodon australis	species	58388		Prosqualodon australis	species	58388	Burdigalian		20.44	15.97	11413
455820	occ			44956	Sparnotheriodon epsilonoides	species	58785		Sparnotheriodon epsilonoides	species	58785	Lutetian		47.8	41.3	11658
455821	occ			44957	Albertogaudrya ? carahuasensis	species	58788		Albertogaudrya carahuasensis	species	58788	Ypresian		56	47.8	11711
457546	occ			45087	n. gen. Austrotriconodon n. sp. mckennai	species	67621		Austrotriconodon mckennai	species	67621	Late Campanian	Early Maastrichtian	83.5	66	9952
457547	occ			45087	n. gen. Mesungulatum n. sp. houssayi	species	67612		Mesungulatum houssayi	species	67612	Late Campanian	Early Maastrichtian	83.5	66	11737
457548	occ			45087	n. gen. Groebertherium n. sp. stipanicici	species	67609		Groebertherium stipanicici	species	67609	Late Campanian	Early Maastrichtian	83.5	66	9952
457549	occ			45087	n. gen. Groebertherium n. sp. novasi	species	67610		Groebertherium novasi	species	67610	Late Campanian	Early Maastrichtian	83.5	66	9952
